DATE,ROID,ID,MSNAME,MSISO,N_RETURNEES,N_ESC_OBS_MED,N_ESC,N_ESC_LEAD,N_MEDS,N_OBS,N_MONITORS,FX_CONTRIB,OPTYPE,NOTES_COMMENTS,N_ESC_POOL,N_MONITORS_POOL
2017-06-22,RO-00084,2017_162,Monitor(s),NA,NA,NA,NA,NA,NA,NA,2,NA,JRO,NA,NA,NA
2017-06-22,RO-00084,2017_162,Switzerland,CHE,9,30,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-22,RO-00289,2017_163,Germany,DEU,88,NA,NA,NA,NA,NA,NA,74440.88,NRO,NA,NA,NA
2017-06-22,RO-00300,2017_164,Italy,ITA,30,NA,NA,NA,NA,NA,NA,447776.91,NRO,NA,NA,NA
2017-06-26,RO-00270,2017_165,Belgium,BEL,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-26,RO-00270,2017_165,Greece,GRC,2,6,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-26,RO-00270,2017_165,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-06-26,RO-00270,2017_165,Norway,NOR,15,68,NA,NA,NA,NA,NA,283545.34,JRO,NA,NA,NA
2017-06-26,RO-00270,2017_165,Poland,POL,1,4,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-26,RO-00270,2017_165,Spain,ESP,5,25,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-26,RO-00270,2017_165,Switzerland,CHE,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-27,RO-00266,2017_166,Bulgaria,BGR,23,NA,NA,NA,NA,NA,1,46985.88,NRO,NA,NA,NA
2017-06-28,RO-00286,2017_167,Belgium,BEL,5,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2017-06-28,RO-00286,2017_167,France,FRA,25,NA,29,1,NA,3,NA,68916.35,CRO,NA,NA,NA
2017-06-28,RO-00286,2017_167,Luxembourg,LUX,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2017-06-29,RO-00149,2017_168,Austria,AUT,10,32,NA,NA,NA,NA,NA,243554.88,JRO,NA,NA,NA
2017-06-29,RO-00149,2017_168,Greece,GRC,3,24,24,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-29,RO-00149,2017_168,Hungary,HUN,1,5,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-06-29,RO-00149,2017_168,Monitor(s),NA,NA,NA,NA,NA,NA,NA,3,NA,JRO,NA,NA,NA
2017-06-29,RO-00305,2017_169,Italy,ITA,30,NA,NA,NA,NA,NA,NA,243554.88,NRO,NA,NA,NA
2017-01-26,RO-00080,2017_17,Belgium,BEL,5,19,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-01-26,RO-00080,2017_17,Finland,FIN,NA,8,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-01-26,RO-00080,2017_17,France,FRA,NA,8,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-01-26,RO-00080,2017_17,Germany,DEU,7,50,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-01-26,RO-00080,2017_17,Greece,GRC,4,24,NA,NA,NA,NA,NA,339530.76,JRO,NA,NA,NA
2017-01-26,RO-00080,2017_17,Hungary,HUN,4,11,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-01-26,RO-00080,2017_17,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-01-26,RO-00080,2017_17,Norway,NOR,NA,1,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-07-03,RO-00315,2017_170,Italy,ITA,28,NA,NA,NA,NA,NA,NA,68074,NRO,NA,NA,NA
2017-07-04,RO-00195,2017_171,Germany,DEU,130,41,41,NA,NA,NA,NA,99100.46,JRO,NA,NA,NA
2017-07-04,RO-00291,2017_172,Finland,FIN,11,48,NA,NA,NA,NA,NA,192176.5,JRO,NA,NA,NA
2017-07-05,RO-00175,2017_173,Germany,DEU,100,NA,NA,NA,NA,NA,NA,57253.01,NRO,NA,NA,NA
2017-07-06,RO-00308,2017_174,Iceland,ISL,15,NA,NA,NA,NA,NA,NA,86860,NRO,NA,NA,NA
2017-07-06,RO-00316,2017_175,Italy,ITA,29,NA,NA,NA,NA,NA,NA,174983.55,NRO,NA,NA,NA
2017-07-06,RO-00322,2017_176,Belgium,BEL,6,NA,NA,NA,NA,NA,2,11687.16,NRO,NA,NA,NA
2017-07-07,RO-00303,2017_177,France,FRA,15,NA,NA,NA,NA,NA,NA,43800.45,NRO,NA,NA,NA
2017-07-12,RO-00253,2017_178,Austria,AUT,11,34,NA,NA,NA,NA,NA,77813.62,JRO,NA,NA,NA
2017-07-12,RO-00253,2017_178,Germany,DEU,14,25,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-07-12,RO-00253,2017_178,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-07-12,RO-00293,2017_179,Germany,DEU,32,NA,NA,NA,NA,NA,NA,77813.62,NRO,NA,NA,NA
2017-01-26,RO-00107,2017_18,Austria,AUT,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-01-26,RO-00107,2017_18,Germany,DEU,1,8,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-01-26,RO-00107,2017_18,Italy,ITA,37,103,NA,NA,NA,NA,NA,256278.93,JRO,NA,NA,NA
2017-01-26,RO-00107,2017_18,Monitor(s),NA,NA,NA,NA,NA,NA,NA,3,NA,JRO,NA,NA,NA
2017-01-26,RO-00107,2017_18,Poland,POL,1,4,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-07-12,RO-00311,2017_180,Belgium,BEL,6,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2017-07-12,RO-00311,2017_180,France,FRA,25,NA,31,NA,NA,1,1,76097.17,CRO,NA,NA,NA
2017-07-13,RO-00325,2017_181,Italy,ITA,16,NA,NA,NA,NA,NA,2,60600,NRO,NA,NA,NA
2017-07-14,RO-00296,2017_182,Germany,DEU,45,25,NA,NA,NA,NA,NA,63653.89,JRO,NA,NA,NA
2017-07-14,RO-00296,2017_182,Spain,ESP,2,5,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-07-17,RO-00388,2017_183,Italy,ITA,17,NA,NA,NA,NA,NA,NA,60600,NRO,NA,NA,NA
2017-07-19,RO-00254,2017_184,Austria,AUT,13,25,NA,NA,NA,NA,NA,68327,JRO,NA,NA,NA
2017-07-19,RO-00254,2017_184,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-07-19,RO-00258,2017_185,Belgium,BEL,3,10,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-07-19,RO-00258,2017_185,Bulgaria,BGR,6,8,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-07-19,RO-00258,2017_185,Denmark,DNK,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-07-19,RO-00258,2017_185,Germany,DEU,9,40,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-07-19,RO-00258,2017_185,Greece,GRC,16,52,NA,NA,NA,NA,NA,400949.71,JRO,NA,NA,NA
2017-07-19,RO-00258,2017_185,Hungary,HUN,1,7,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-07-19,RO-00258,2017_185,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-07-19,RO-00258,2017_185,Slovakia,SVK,7,14,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-07-19,RO-00258,2017_185,Switzerland,CHE,2,9,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-07-19,RO-00294,2017_186,Germany,DEU,52,NA,NA,NA,NA,NA,NA,400949.71,NRO,NA,NA,NA
2017-07-20,RO-00302,2017_187,Germany,DEU,91,40,NA,NA,NA,NA,NA,104808.18,JRO,NA,NA,NA
2017-07-20,RO-00340,2017_188,Italy,ITA,30,NA,NA,NA,NA,NA,NA,58580,NRO,NA,NA,NA
2017-07-24,RO-00326,2017_189,Spain,ESP,15,NA,NA,NA,NA,NA,2,151064.55,NRO,NA,NA,NA
2017-01-26,RO-00093,2017_19,Germany,DEU,66,NA,NA,NA,NA,NA,NA,102090.8,NRO,NA,NA,NA
2017-07-24,RO-00345,2017_190,Italy,ITA,17,NA,NA,NA,NA,NA,NA,60600,NRO,NA,NA,NA
2017-07-25,RO-00317,2017_191,Luxembourg,LUX,6,NA,NA,NA,NA,NA,1,74.9,NRO,NA,NA,NA
2017-07-26,RO-00312,2017_192,Belgium,BEL,NA,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2017-07-26,RO-00312,2017_192,France,FRA,25,NA,30,2,NA,NA,NA,73120.07,CRO,NA,NA,NA
2017-07-26,RO-00312,2017_192,Portugal,PRT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2017-07-27,RO-00346,2017_193,Italy,ITA,18,NA,NA,NA,NA,NA,NA,58580,NRO,NA,NA,NA
2017-07-31,RO-00348,2017_194,Italy,ITA,30,NA,NA,NA,NA,NA,NA,89890,NRO,NA,NA,NA
2017-08-03,RO-00347,2017_195,Italy,ITA,28,NA,NA,NA,NA,NA,NA,79992,NRO,NA,NA,NA
2017-08-04,RO-00307,2017_196,Germany,DEU,11,NA,23,1,NA,NA,NA,40967.35,CRO,NA,NA,NA
2017-08-04,RO-00307,2017_196,Netherlands,NLD,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2017-08-07,RO-00359,2017_197,Spain,ESP,9,NA,NA,NA,NA,NA,NA,147815.85,NRO,NA,NA,NA
2017-08-08,RO-00161,2017_198,Germany,DEU,93,NA,NA,NA,NA,NA,NA,73652.83,NRO,NA,NA,NA
2017-08-09,RO-00176,2017_199,Germany,DEU,118,NA,NA,NA,NA,NA,NA,62477.63,NRO,NA,NA,NA
2017-01-04,RO-00102,2017_2,France,FRA,17,NA,NA,NA,NA,NA,NA,38988.18,NRO,NA,NA,NA
2017-01-30,RO-00137,2017_20,Italy,ITA,20,NA,NA,NA,NA,NA,NA,40376,NRO,NA,NA,NA
2017-08-09,RO-00314,2017_200,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2017-08-09,RO-00314,2017_200,Belgium,BEL,6,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2017-08-09,RO-00314,2017_200,France,FRA,25,NA,30,1,NA,NA,NA,76155.85,CRO,NA,NA,NA
2017-08-10,RO-00217,2017_201,Austria,AUT,25,66,NA,NA,NA,NA,NA,418973.73,JRO,NA,NA,NA
2017-08-10,RO-00217,2017_201,Belgium,BEL,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-08-10,RO-00217,2017_201,Denmark,DNK,3,7,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-08-10,RO-00217,2017_201,Germany,DEU,3,30,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-08-10,RO-00217,2017_201,Hungary,HUN,2,9,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-08-10,RO-00217,2017_201,Iceland,ISL,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-08-10,RO-00217,2017_201,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-08-10,RO-00217,2017_201,Netherlands,NLD,1,4,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-08-10,RO-00217,2017_201,Norway,NOR,3,15,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-08-10,RO-00217,2017_201,Switzerland,CHE,4,36,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-08-10,RO-00366,2017_202,Italy,ITA,30,NA,NA,NA,NA,NA,NA,418973.73,NRO,NA,NA,NA
2017-08-14,RO-00367,2017_203,Italy,ITA,28,NA,NA,NA,NA,NA,NA,58580,NRO,NA,NA,NA
2017-08-15,RO-00320,2017_204,Germany,DEU,61,43,43,NA,NA,NA,NA,84346.42,JRO,NA,NA,NA
2017-08-15,RO-00320,2017_204,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-08-16,RO-00306,2017_205,Germany,DEU,25,80,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-08-16,RO-00306,2017_205,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,66696.13,JRO,NA,NA,NA
2017-08-16,RO-00321,2017_206,Germany,DEU,22,25,NA,NA,NA,NA,NA,58279.91,JRO,NA,NA,NA
2017-08-16,RO-00321,2017_206,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-08-16,RO-00231,2017_207,Belgium,BEL,2,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2017-08-16,RO-00231,2017_207,Germany,DEU,52,2,39,NA,NA,1,NA,223403.4,CRO,NA,NA,NA
2017-08-16,RO-00231,2017_207,Greece,GRC,3,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2017-08-16,RO-00231,2017_207,Iceland,ISL,4,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2017-08-16,RO-00231,2017_207,Romania,ROU,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2017-08-16,RO-00231,2017_207,Spain,ESP,17,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2017-08-17,RO-00369,2017_208,Italy,ITA,30,NA,NA,NA,NA,NA,NA,67670,NRO,NA,NA,NA
2017-08-21,RO-00377,2017_209,Italy,ITA,30,NA,NA,NA,NA,NA,NA,67670,NRO,NA,NA,NA
2017-01-31,RO-00079,2017_21,Finland,FIN,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2017-01-31,RO-00079,2017_21,Germany,DEU,74,NA,NA,NA,NA,NA,NA,90817.55,CRO,NA,NA,NA
2017-01-31,RO-00079,2017_21,Iceland,ISL,3,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2017-01-31,RO-00079,2017_21,Romania,ROU,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2017-08-22,RO-00365,2017_210,Germany,DEU,96,43,43,NA,NA,NA,NA,101493.75,JRO,NA,NA,NA
2017-08-22,RO-00365,2017_210,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-08-23,RO-00318,2017_211,Germany,DEU,78,26,NA,NA,NA,NA,NA,74316.09,JRO,NA,NA,NA
2017-08-23,RO-00318,2017_211,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-08-23,RO-00313,2017_212,Belgium,BEL,6,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2017-08-23,RO-00313,2017_212,France,FRA,26,NA,31,1,NA,1,1,74554.51,CRO,NA,NA,NA
2017-08-24,RO-00255,2017_213,Austria,AUT,29,52,NA,NA,NA,NA,NA,143169.47,JRO,NA,NA,NA
2017-08-24,RO-00255,2017_213,Germany,DEU,5,17,17,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-08-24,RO-00255,2017_213,Hungary,HUN,4,10,10,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-08-24,RO-00255,2017_213,Iceland,ISL,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-08-24,RO-00255,2017_213,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-08-24,RO-00319,2017_214,Germany,DEU,36,29,NA,NA,NA,NA,NA,75317,JRO,NA,NA,NA
2017-08-24,RO-00319,2017_214,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-08-24,RO-00361,2017_215,Germany,DEU,2,9,NA,NA,NA,NA,NA,73173.32,JRO,NA,NA,NA
2017-08-24,RO-00361,2017_215,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-08-24,RO-00385,2017_216,Italy,ITA,27,NA,NA,NA,NA,NA,NA,59590,NRO,NA,NA,NA
2017-08-28,RO-00386,2017_217,Italy,ITA,27,NA,NA,NA,NA,NA,NA,71407,NRO,NA,NA,NA
2017-08-29,RO-00256,2017_218,Austria,AUT,5,20,NA,NA,NA,NA,NA,82028.2,JRO,NA,NA,NA
2017-08-29,RO-00256,2017_218,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-08-29,RO-00331,2017_219,Switzerland,CHE,9,36,NA,NA,NA,NA,1,202084.34,JRO,NA,NA,NA
2017-01-31,RO-00094,2017_22,Germany,DEU,67,NA,NA,NA,NA,NA,NA,50429.3,NRO,NA,NA,NA
2017-08-29,RO-00384,2017_220,Germany,DEU,65,34,NA,NA,NA,NA,NA,83480.32,JRO,NA,NA,NA
2017-08-30,RO-00390,2017_221,France,FRA,11,NA,NA,NA,NA,NA,NA,44482.04,NRO,NA,NA,NA
2017-08-31,RO-00389,2017_222,Italy,ITA,30,NA,NA,NA,NA,NA,NA,126250,NRO,NA,NA,NA
2017-08-31,RO-00392,2017_223,France,FRA,15,NA,NA,NA,NA,NA,NA,45368,NRO,NA,NA,NA
2017-09-04,RO-00401,2017_224,Italy,ITA,30,NA,NA,NA,NA,NA,NA,51409,NRO,NA,NA,NA
2017-09-05,RO-00333,2017_225,Germany,DEU,47,46,NA,NA,NA,NA,NA,93829.94,JRO,NA,NA,NA
2017-09-05,RO-00334,2017_226,Germany,DEU,16,20,NA,NA,NA,NA,NA,54276.86,JRO,NA,NA,NA
2017-09-05,RO-00334,2017_226,Iceland,ISL,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-05,RO-00334,2017_226,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-09-06,RO-00203,2017_227,Austria,AUT,12,38,NA,NA,NA,NA,NA,378304.95,JRO,NA,NA,NA
2017-09-06,RO-00203,2017_227,Belgium,BEL,2,10,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-06,RO-00203,2017_227,Germany,DEU,1,22,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-06,RO-00203,2017_227,Greece,GRC,1,3,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-06,RO-00203,2017_227,Lithuania,LTU,1,3,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-06,RO-00203,2017_227,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-09-06,RO-00360,2017_228,Germany,DEU,58,36,36,NA,NA,NA,NA,69343.91,JRO,NA,NA,NA
2017-09-06,RO-00360,2017_228,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-09-06,RO-00339,2017_229,Finland,FIN,9,NA,NA,NA,NA,NA,1,246338.94,NRO,NA,NA,NA
2017-02-01,RO-00139,2017_23,France,FRA,16,NA,NA,NA,NA,NA,NA,40997.88,NRO,NA,NA,NA
2017-09-07,RO-00362,2017_230,Germany,DEU,11,19,NA,NA,NA,NA,NA,38425.15,JRO,NA,NA,NA
2017-09-07,RO-00362,2017_230,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-09-07,RO-00402,2017_231,Italy,ITA,30,NA,NA,NA,NA,NA,NA,38435.15,NRO,NA,NA,NA
2017-09-09,RO-00396,2017_232,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2017-09-09,RO-00396,2017_232,Belgium,BEL,5,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2017-09-09,RO-00396,2017_232,France,FRA,25,NA,29,1,NA,1,NA,69080.58,CRO,NA,NA,NA
2017-09-11,RO-00409,2017_233,Italy,ITA,29,NA,NA,NA,NA,NA,NA,51409,NRO,NA,NA,NA
2017-09-12,RO-00335,2017_234,Germany,DEU,128,31,31,NA,NA,NA,NA,89383.94,JRO,NA,NA,NA
2017-09-12,RO-00335,2017_234,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-09-12,RO-00368,2017_235,Germany,DEU,4,13,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-12,RO-00368,2017_235,Spain,ESP,19,47,NA,NA,NA,NA,NA,203865.51,JRO,NA,NA,NA
2017-09-12,RO-00397,2017_236,Iceland,ISL,32,NA,NA,NA,NA,NA,1,203865.51,NRO,NA,NA,NA
2017-09-12,RO-00403,2017_237,Germany,DEU,8,NA,NA,NA,NA,NA,NA,163819.99,NRO,NA,NA,NA
2017-09-13,RO-00257,2017_238,Austria,AUT,NA,9,NA,NA,NA,NA,NA,137201.21,JRO,NA,NA,NA
2017-09-13,RO-00257,2017_238,Germany,DEU,14,43,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-13,RO-00257,2017_238,Monitor(s),NA,NA,NA,NA,NA,NA,NA,2,NA,JRO,NA,NA,NA
2017-09-13,RO-00336,2017_239,Germany,DEU,48,33,NA,NA,NA,NA,NA,52612.88,JRO,NA,NA,NA
2017-02-06,RO-00143,2017_24,Italy,ITA,16,NA,NA,NA,NA,NA,NA,39964,NRO,NA,NA,NA
2017-09-13,RO-00337,2017_240,Germany,DEU,124,38,38,NA,NA,NA,NA,89073.23,JRO,NA,NA,NA
2017-09-13,RO-00337,2017_240,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-09-14,RO-00349,2017_241,Germany,DEU,59,40,40,NA,NA,NA,NA,74265.12,JRO,NA,NA,NA
2017-09-14,RO-00349,2017_241,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-09-14,RO-00370,2017_242,France,FRA,25,NA,31,1,NA,2,NA,61200.6,CRO,NA,NA,NA
2017-09-14,RO-00370,2017_243,Belgium,BEL,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-09-14,RO-00370,2017_244,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2017-09-14,RO-00410,2017_245,Italy,ITA,30,NA,NA,NA,NA,NA,NA,74265.12,NRO,NA,NA,NA
2017-09-14,RO-00412,2017_246,Italy,ITA,43,NA,NA,NA,NA,NA,NA,61200.6,NRO,NA,NA,NA
2017-09-18,RO-00414,2017_247,Italy,ITA,30,NA,NA,NA,NA,NA,NA,44339,NRO,NA,NA,NA
2017-09-19,RO-00309,2017_248,Austria,AUT,5,22,NA,NA,NA,NA,NA,43006.85,JRO,NA,NA,NA
2017-09-19,RO-00309,2017_248,Monitor(s),NA,NA,NA,NA,NA,NA,NA,2,NA,JRO,NA,NA,NA
2017-09-19,RO-00310,2017_249,Austria,AUT,7,NA,NA,NA,NA,NA,NA,116183.04,JRO,NA,NA,NA
2017-09-19,RO-00310,2017_249,Greece,GRC,1,3,3,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-19,RO-00310,2017_249,Monitor(s),NA,NA,NA,NA,NA,NA,NA,2,NA,JRO,NA,NA,NA
2017-02-07,RO-00123,2017_25,Finland,FIN,9,20,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-02-07,RO-00123,2017_25,Germany,DEU,52,28,NA,NA,NA,NA,NA,180220.77,JRO,NA,NA,NA
2017-02-07,RO-00123,2017_25,Iceland,ISL,30,30,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-02-07,RO-00123,2017_25,Monitor(s),NA,NA,NA,NA,NA,NA,NA,2,NA,JRO,NA,NA,NA
2017-09-20,RO-00350,2017_250,Germany,DEU,25,64,NA,NA,NA,NA,NA,70249.19,JRO,NA,NA,NA
2017-09-20,RO-00350,2017_250,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-09-20,RO-00394,2017_251,Belgium,BEL,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-20,RO-00394,2017_251,Luxembourg,LUX,9,19,NA,NA,NA,NA,NA,15484.3,JRO,NA,NA,NA
2017-09-20,RO-00394,2017_251,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-09-21,RO-00265,2017_252,Belgium,BEL,1,3,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-21,RO-00265,2017_252,Finland,FIN,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-21,RO-00265,2017_252,Germany,DEU,11,68,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-21,RO-00265,2017_252,Greece,GRC,14,54,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-21,RO-00265,2017_252,Hungary,HUN,5,18,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-21,RO-00265,2017_252,Monitor(s),NA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2017-09-21,RO-00265,2017_252,Poland,POL,1,4,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-22,RO-00383,2017_253,Austria,AUT,14,44,NA,NA,NA,NA,NA,541711.3,JRO,NA,NA,NA
2017-09-22,RO-00383,2017_253,Finland,FIN,15,34,34,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-22,RO-00383,2017_253,Germany,DEU,4,14,14,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-22,RO-00383,2017_253,Hungary,HUN,1,3,3,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-22,RO-00383,2017_253,Iceland,ISL,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-22,RO-00383,2017_253,Monitor(s),NA,NA,NA,NA,NA,NA,NA,2,NA,JRO,NA,NA,NA
2017-09-22,RO-00383,2017_253,Norway,NOR,1,6,6,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-22,RO-00383,2017_253,Sweden,SWE,4,32,32,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-22,RO-00383,2017_253,Switzerland,CHE,4,13,13,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-25,RO-00417,2017_254,Italy,ITA,30,NA,NA,NA,NA,NA,NA,39996,NRO,NA,NA,NA
2017-09-26,RO-00380,2017_255,Belgium,BEL,16,52,NA,NA,NA,NA,NA,483485.38,JRO,NA,NA,NA
2017-09-26,RO-00380,2017_255,Finland,FIN,5,13,13,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-26,RO-00380,2017_255,Germany,DEU,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-26,RO-00380,2017_255,Iceland,ISL,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-26,RO-00380,2017_255,Monitor(s),NA,NA,NA,NA,NA,NA,NA,3,NA,JRO,NA,NA,NA
2017-09-26,RO-00380,2017_255,Sweden,SWE,4,14,14,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2017-09-26,RO-00380,2017_255,Switzerland,CHE,4,24,24,NA,NA,NA,NA,NA,JRO,NA,NA,NA
